name,slug,gender,higher_than_MA,Masters,Undergrad,Pipeline,Position_Title,Time_Served
Julia Newton,"julia-newton-1681627/",F,NA,NA,Wake Forest University,NA,"Special Assistant for Scheduling Advance","Oct 2005 – Jun 2011"
Molly J. Miller,"molly-j-miller-b0934284/",F,NA,"The Johns Hopkins University - Paul H. Nitze School of Advanced International Studies (SAIS)",Wheaton College,NA,"Director for African Affairs","Dec 2011 – Mar 2013"
Lindsay Rodman,"lindsay-rodman-29a1ba3/",F,Harvard Law School,Harvard Kennedy School of Government,Duke University,Military,"White House Fellow & Director for Defense Policy and Strategy","Aug 2014 – Sep 2015"
Monika Juska,"monika-juska-844891a3/",F,NA,Georgetown University,DePaul University,NA,"Special Assistant to the National Security Advisor","Jun 2011 – Jul 2013"
Zachary Nunn,"zachary-nunn-24483513/",M,NA,"Cambridge University; USAF Air Command and Staff College",Drake University,Military,"Director of Cybersecurity Policy & Engagement","2011 – 2013"
Rory Stratton,"rory-stratton-79a682a/",M,NA,Georgetown University,Bates College,DoS,"Director for South Asia","Dec 2014 – Mar 2015"
Natalie Gozzard,"smpsnataliegozzard/",F,NA,Frostburg State University,Chestnut Hill College,IC,"Resource Management Specialist","Feb 2012 – Jul 2013"
Alyssa Prieto,"alyssa-prieto-13939011/",F,NA,NA,The George Washington University,IC,"Deputy Director for Finance and Budget","Aug 2014 – Dec 2016"
Christy Abizaid,"christy-abizaid-0411a49/",F,NA,Stanford University,"University of California San Diego",DoD,"Director for Counterterrorism","Aug 2011 – Feb 2013"
Michael McFaul,"michael-mcfaul-a81a2557/",M,University of Oxford,NA,Stanford University,NA,"Special Assistant to the President","Jan 2009 – Jan 2012"
Nate Tibbits,"natetibbits/",M,NA,"University of Maryland - Robert H. Smith School of Business",University of North Carolina at Chapel Hill,Obama-Biden Transition,"Executive Secretary","Oct 2009 – Dec 2011"
Michael Pascual,"michael-pascual-416343/",M,"The College of William and Mary - Marshall Wythe Law School", National Defense University,Tufts University,DoS,"Deputy Executive Secretary","2013 – 2014"
Eddie Haubrich,"eddiehaubrich/",M,NA,"UCL - London's Global University",University of Minnesota-Twin Cities,NA,"Special Assistant to the Senior Director","May 2012 – Jan 2016"
Sarah Takats,"sarah-takats-173039158/",F,NA,National Defense University,Yale University,DoS,"Deputy Director; Senior Director","May 2014 – Jul 2015"
Christopher Kirchhoff,"christopher-kirchhoff/",M,Cambridge University,University of Cambridge,Harvard University,DoD,"Senior Advisor","Jan 2015 – May 2015"
Sepideh Keyvanshad,"sepideh-keyvanshad-4100001/",F,"University of Illinois at Urbana-Champaign College of Law","National Defense University; The Johns Hopkins University - Paul H. Nitze School of Advanced International Studies (SAIS)",NA,NA,"Director for International Economic Affairs","Feb 2012 – Mar 2013"
Cambria Hamburg,"cambria-hamburg-153001118/",F,NA,"The Johns Hopkins University - Paul H. Nitze School of Advanced International Studies (SAIS)",Oberlin College,DoS,"Director for Development and Democracy","April 2016 – April 2017"
D. Romel Coby,"d-romel-coby-93468082/",F,NA,NA,Mary Baldwin College,NA,Financial Program Manager,"Jun 2010 – Jun 2013"      
Carlyn Reichel,"carlyn-reichel-0a343932/",F,NA,Harvard Kennedy School of Government,Stanford Univeristy,PMF DoS,"Foreign Policy Speechwriter","May 2013 – Sep 2015"
Keith Westgate,"keith-westgate-87331589/"M,NA,NA,Navy Technical Training,Military,"National Security Technical Officer","Feb 2011 – Mar 2016"
Kathleen Holmes,"kathleen-holmes-b62b377/",F,NA,The George Washington University,Dickinson College,NA,"Director for Arms Control","September 2014 – November 2015"
Daniel B. Prieto,"daniel-b-prieto-7ba38/",M,NA,"The Johns Hopkins University - Paul H. Nitze School of Advanced International Studies (SAIS)",Wesleyan University,Think Tank,"Director for Cybersecurity Policy","Sep 2014 – Jan 2017"
Sue M Terry,"sue-m-terry-0b29a844/",F,"Tufts University - The Fletcher School of Law and Diplomacy",Fletcher School of Law and Diplomacy,NA,IC,"Director for Japan, Korea, and Oceanic Affairs","June 2008 – May 2009"
Turk M.,"turk-m-516ab495/",M,NA,NA,NA,DoS,"Special Assistant to the President","2011 - 2012"
Alyce Abdalla,"alyce-abdalla-b981898/",F,NA,Harvard Kennedy School of Government,Brown University,DoS,"Director for North Africa","Aug 2013 – Aug 2014"              
Kevin S.,"kevin-s-249629141/",M,NA,NA,Georgetown University,IC,"Director for Counterintelligence","Jan 2016 – Sep 2017"
Ellen Lyle,"ellen-lyle-855549106/",F,NA,NA,Indiana University Bloomington,NA,"Special Assistant","September 2011 – August 2013"
Laurie Freeman,"laurie-freeman-4042604/",F,NA,Princeton University,Duke University,PMF DoS,"Director for Yemen","Jun 2012 – Mar 2014"
Angelique Roberts,"angelique-roberts-a474258/",F,NA,Georgetown University,Agnes Scott College,NA,"Director for Threat Finance","Jun 2017 – May 2018"
Tarun Chhabra,"tarun-chhabra-9066991a/",M,Harvard Law School,University of Oxford,Stanford University,NA,"Director for Human Rights and National Security Issues; Director for Strategic Planning","2015 - 2017"
Casey Mace,"casey-mace-a7374179/",M,NA,NA,Georgetown University,DoS,"Director, Southeast Asia and ASEAN Affairs, National Security Council","July 2015 – July 2017"
Michael Camilleri,"michael-camilleri-51307058/",M,Harvard Law School,NA,University of Notre Dame,DoS,"Director for Andean Affairs","October 2015 – January 2016"
Laurel Rapp,"laurel-rapp-603aa321/",NA,Harvard Kennedy School of Government,Brown University,NA,"Special Assistant, Middle East and North Africa Directorate","April 2012 – August 2012"
Alexander Starr,"alexander-starr-9a309375/",M,NA,NA,Columbia University in the City of New York,Military,"White House Situation Room Communications Specialist","February 2012 – March 2015"
Eva Loser,"eva-loser-b9034a60/",F,"The American University,Washington College of Law",Georgetown University,Georgetown University,Law,"Deputy Legal Adviser","June 2014 – August 2015"
Joshua Harris,"joshua-harris-5bb41316/",M,NA,The London School of Economics and Political Science (LSE),Georgetown University,DoS,"Director for Iraq","June 2015 – March 2017"
Rachel McGlynn,"rachel-mcglynn-a56088105/",F,NA,Virginia Polytechnic Institute and State University,Virginia Tech,NA,"Aviation Security Director","May 2013 – July 2014"
Shawn Waddoups,"shawn-waddoups-410b7a1a/",M,NA,NA,NA,DoS,"Director for European Union, Southern Europe, and European Economic Affairs","April 2014 – April 2015"
Alpa Shah,"alpa-shah-2a4a56100/",M,NA,"Columbia University - School of International and Public Affairs",Northwestern University,NA,"Director for South Asia","February 2011 – February 2012"
Ben Peracchio,"benperacchio/",M,NA,NA,Asbury University,DoS,"Duty Officer","Aug 2014 – Aug 2015"
Baron Lobstein,"baron-lobstein-93202b8/",M,NA,"University of Cincinnati Carl H. Lindner College of Business",Harvard College,DoS,"Director for Russia","May 2012 – May 2013"
John Morton,"john-morton-942837/",M,"The Wharton School - University of Pennsylvania","The Johns Hopkins University - Paul H. Nitze School of Advanced International Studies (SAIS)",Harvard College,NA,"Former Senior Director for Energy & Climate Change","February 2016 – January 2017"
Marguerite Walter,"marguerite-walter-00446b1/",F,University of Michigan-Ann Arbor,New York University School of Law,The Johns Hopkins University,Law,"Deputy Legal Adviser & Ethics Counsel","November 2016 – July 2017"
Doug Koneff,"doug-koneff-6747253/",M,NA,Defense Intelligence College,Cornell University,DoS,Deputy Executive Secretary,"April 2009 – October 2011"
Katy Quinn,"katy-quinn-99b4537/",F,NA,The George Washington University,University of Puget Sound,Hill Staff,Director,"September 2014 – February 2016"
Bernadette Meehan,"bernadette-meehan-b6855511a/",F,NA,NA,Boston College,DoS,"Senior Advisor to the Deputy National Security Advisor","January 2016 – January 2017"
Abigail Friedman,"abigail-friedman-632487b/",F,Georgetown University Law Center,NA,Harvard University,DoS,"Director for Afghanistan","August 2010 – September 2011"
Raymond Greene,"raymond-greene-556038163/",M,NA,University of Maryland,NA,DoS,"Director for Japan and East Asian Economic Affairs","September 2013 – September 2014"
Allison Lombardo,"aklombardo/"F,NA,Harvard Kennedy School of Government,Brown University,DoS,"Director for African Affairs","March 2013 – December 2014"
Amy Pope,"amyepope/",F,Duke University School of Law,NA,Haverford College,Law,"Director; Senior Director; Deputy Homeland Security Advisor","July 2012 – Jan 2017"
Shawn Brimley,"shawn-brimley-4918363/",M,King's College London,The George Washington University,Queen's University,Think Tank,"Director for Strategic Planning","February 2011 – October 2012"
Michael Wautlet,"michael-wautlet-361ab7/",M,University of Colorado,Florida Atlantic University,Georgia Institute of Technology,DoS Military,Director for Nuclear Energy Policy,"July 2015 – July 2016"
Jeanny Chong,"jeannyllee/",F,NA,"The Johns Hopkins University - Paul H. Nitze School of Advanced International Studies (SAIS)",Yale University,NA,"Director for International Economic Affairs","October 2013 – February 2014"
Chris Schinnerer,"chris-schinnerer-ba447a5/",M,NA,"Columbia University - School of International and Public Affairs",Oklahoma State University,NA,"East Asian Affairs","March 2008 – June 2009"
Andrew Garrett,"andrew-garrett-md-mph-958462/",M,Geisel School of Medicine at Dartmouth,University of Massachusetts Medical School,Carleton College,White House Leadership Development Program,Director for Medical and Biodefense Preparedness Policy,"September 2016 – July 2017"
Alistair Baskey,"alistair-baskey-9b9364135/",M,NA,Georgetown University,Yale University,DoS,"Director for Strategic Communications","October 2014 – September 2015"
Annie Pforzheimer,"annie-pforzheimer-731260a/",F,NA,National War College,Harvard University,DoS,"Director, Central America Strategy Implementation","August 2014 – June 2015"
Zach L.,"zach-l-2654435/",M,NA,Georgetown University,Tufts University,NA,"Director for Incident Management","September 2009 – September 2012"
Chris J. Davis,"chris-j-davis-9774bb3a/",M,NA,The Tuck School of Business at Dartmouth,US Coast Guard Academy,Military,"White House Situation Room - Duty Officer","July 2007 – June 2009"
Caroline Savage,"caroline-savage-a23978a4/",F, NA,"University of Wisconsin-Madison",Georgetown University,DoS,"Director for Russia","October 2010 – October 2011"
Mary Carlin Yates,"mary-c-yates-63630733/",F,New York University,New York University,Oregon State University,DoS,"Special Assistant to the President, Senior Advisor for Strategic Planning","June 2009 – December 2010"
